headline,category
Ayyappa Swami devotees hold protest,declarative
Mission cleanliness,frag
Youth murdered  rivalry over love affair suspected,declarative
Historic win,frag
Ambulance driver ends life  family dispute cited,declarative
international,frag
New pain relief gel released,declarative
Section,frag
Efforts to ensure smooth Teppotsavam,declarative
Sydney  Jan          AFP,frag
Deep pits found  illegal mining of red sand alleged,declarative
SINGAPORE INDIAN FES,frag
Religious gaiety marks Christmas celebrations in city,declarative
opinion,frag
cops shifted for  misdemeanour,declarative
Section,frag
State treads cautiously on formation of employees insurance society,declarative
Seize the Asian century,frag
High speed blamed for multi vehicle crash,declarative
The secular condition,frag
Rodent menace at OGH mortuary  two nursing orderlies suspended on negligence charge,declarative
The ethics of excellence,frag
Boy drowns in OU pond,declarative
Unseemly haste,frag
Interceptor missile successfully tested,declarative
Creative curbs,frag
Government withdraws LPG price hike order,declarative
The money trail,frag
Pak rejects allegation,declarative
Star turn,frag
Censor Board invites Jaipur historians to view Padmavati,declarative
Peace Terms in Russia,frag
Journalist Vinod Verma granted bail,declarative
business,frag
Water released from Sithamalli reservoir for samba crop,declarative
Section,frag
BBMP wants air pollution monitors in every ward,declarative
BIZ GAIL SOLAR,frag
Telangana Speaker makes a connect with constituency,declarative
BIZ JSW ENERGY JPVL BINA DEAL,frag
Tomato prices sink to   year low,declarative
BIZ VIVIMED LABS FUNDING,frag
Hotels told to pay up before playing copyrighted songs,declarative
sport,frag
AIADMK rethinks ties with BJP,declarative
Section,frag
Students to get results via SMS,declarative
Simon up and running,frag
HC refuses relief on evictions,declarative
Arjun Rathnam advances,frag
Manmohan paid price for my arrest  Raja,declarative
Hat trick by Mushraf Shariff,frag
Man  who claims to be Dhanush s father  appeals to Rajinikanth,declarative
Match abandoned,frag
High Court transfers manual scavenging case to Chennai,declarative
Indian Arrows and East Bengal cross swords,frag
BJP resorting to vengeful activities  Narayanasamy,declarative
Garuda s grace,frag
Villagers oppose IOC s plan for gas compressor station,declarative
West Bengal posts win,frag
Multi crop thrasher to make farmers shift to millet cultivation,declarative
A magical finish to,frag
Good response to science camp,declarative
Triumphant,frag
Farmer arrested for poisoning peacocks,declarative
Guptill returns,frag
Farmers protest delay in crop insurance benefit disbursal,declarative
Sagaya  Kajal named top seeds,frag
BSNL contract workers stage protest,declarative
Bopanna to partner Babos in Australian Open,frag
Police gear up for New Year eve,declarative
life,frag
Meet promises to transform management education,declarative
Section,frag
Deadline set for Nigerians without proper documents to leave trade,declarative
Busting stereotypes,frag
Farmers seek compensation  steps to protect crops from wild animals,declarative
Well and good,frag
Youth suffers cut injuries as armed robbers attempt to snatch gold chain,declarative
Mysteries of the deep,frag
ISRO recoups for key      missions,declarative
Trivia,frag
Direct payment of salary to pourakarmikas put off again,declarative
Famous Horses,frag
Woman  boyfriend arrested on charge of killing toddler,declarative
ACTIVITY   STATE BIRDS,frag
Travelator planned to connect Peenya Industry metro station  bus terminal,declarative
Find out,frag
Sexual assault case filed against actor,declarative
UN GUTERRES,frag
Construction labourer falls to death,declarative
MODI SCIENCE,frag
Social activists should stand for elections in Karnataka  Teesta,declarative
ww magiicsquarepuzzles com,frag
Kumaraswamy says  we will highlight lack of development,declarative
PUZZLE,frag
More facilities planned at Manna Palla Lake,declarative
SUDOKU,frag
Farmers demand an end to commercial ginger farming,declarative
metro plus,frag
State plans temporary townships at Shravanabelagola,declarative
Section,frag
HPC probes chances of hiking weir capacity,declarative
bangalore,frag
Youth confesses to murder of mothers,declarative
Forward to fruition,frag
Kolar cancer hospital plan hits a roadblock,declarative
Batting star friends Kohli  De Villiers face off,frag
VISP workers take out rally to BSY s residence,declarative
A digital detox,frag
Police foil BJP bid to lay siege to Cong  office,declarative
A toast to EDM,frag
Parrikar defends letter to Yeddyurappa,declarative
A doctor who gets a kick out of fighting,frag
Kalaburagi bandh against rape total,declarative
Harmony amidst chaos,frag
Child treated for rare heart condition,declarative
Games people will play,frag
TNUSRB issues recruitment notification,declarative
One for the audiophiles,frag
Man held for exam fraud,declarative
Money behind the magic,frag
Annamalai varsity picks nominee,declarative
Oozing with attitude,frag
SHGs making sanitary pads launch body,declarative
For a healthy start,frag
IIT M alumni to raise      m for research,declarative
The view apart,frag
kg of ganja seized  two arrested,declarative
Train like a boxer,frag
Sanitary workers stage protest,declarative
Watch a play,frag
MLA seeks action against Atmaram Nadakarni,declarative
Breaking the habit,frag
Narendra Modi urged to sack Hegde from Union Cabinet,declarative
Control the commute,frag
Kalaburagi bandh against rape murder total,declarative
Up your emoji game,frag
Panambur beach ready to host New Year bash,declarative
Tricky art of writing for films,frag
Pilikula zoo gets four new buggies,declarative
Far Cry,frag
Six arrested in Valencia murder case,declarative
Red Dead Redemption,frag
Development plans still elude Kasaragod,declarative
Shadow of the Colossus,frag
Library opened at taluk hospital,declarative
Days Gone,frag
Joseph Pulikkunnel passes away in Kottayam,declarative
The Last of Us Part II,frag
Pappanji s framework reaches Fort Kochi,declarative
Anthem,frag
Farmers allege slackness in loan conversion,declarative
God of War,frag
All roads lead to Rome,declarative
Spider Man,frag
Make your memory better by going for a run,declarative
Wandering on the web,frag
Union Minister apologises for remarks on Constitution,declarative
Effect of The Crown on Big B,frag
State steps up efforts to set up its own High Court in Amaravati,declarative
Ladies night,frag
HC suspends Collector s order revising market value of lands,declarative
Watercolour workshop,frag
chennai,frag
Medicos to go on indefinite strike,declarative
More than just a cup of tea,frag
BJP moves privilege notice against Rahul,declarative
A beginner s guide to sabha hopping,frag
Cold wave sweeps North India     trains cancelled,declarative
Forward to fruition,frag
Delhi govt  mulls QR codes in autos  Morphing case  High Court grants advance bail,declarative
Confluence of craftspersons,frag
Maoist commits suicide inside office toilet of Malkangiri SP,declarative
Calling all gamers,frag
Rajeev Dhavan decides to return to practice,declarative
From pickle jars to art,frag
Rajasthan doctors call off stir as govt  accepts demands,declarative
Games people will play,frag
Shop rent  Terms set for Rajini s wife,declarative
One for the audiophiles,frag
Insurance claims  farmers blame officials,declarative
Sight and sound,frag
Public opinion invited on list of delimited wards in local bodies,declarative
Hand crafted fragrance,frag
Morphing case  High Court grants advance bail,declarative
Up your emoji game,frag
Pandyan Grama Bank steps in to address usury menace,declarative
Control the commute,frag
Draft delimitation proposal published for    wards,declarative
Shadow of the Colossus,frag
Police directed to stop screening Anjaniputra,declarative
Far Cry,frag
Minister urges people to help develop educational system,declarative
Days Gone,frag
Locals cry foul as police promote residential areas as party hubs,declarative
The Last of Us Part II,frag
Freshwater fish farming to be promoted in Idukki,declarative
Red Dead Redemption,frag
Film city to be set up in capital  Minister,declarative
God of War,frag
City council recommends traffic ban on S M  Street,declarative
Spider Man,frag
Education loan  CM told to convene meeting,declarative
Anthem,frag
Google remembers Mirza Ghalib on his    th birthday,declarative
Prints and patterns,frag
Crocodile walked Melbourne streets on Christmas,declarative
A parenting programme,frag
Artisans  day to be marked on March,declarative
coimbatore,frag
Vetrivel s advance bail plea adjourned,declarative
The jungle man,frag
Congress junks panel to analyse byelection defeat,declarative
Games people will play,frag
Three member Central team tours Chennai  Kancheepuram,declarative
Dil hai Hindustani,frag
Over        booked for speeding in city since July  says DCP,declarative
Read MetroPlus online,frag
Tamil Sangham to raise fund,declarative
Shadow of the Colossus,frag
Eye care programme for students,declarative
Days Gone,frag
Woman  son drown in river,declarative
The Last of Us Part II,frag
crushed to death in Sipcot,declarative
Far Cry,frag
Organs of    year old youth donated,declarative
Red Dead Redemption,frag
Farmers  dharna continues at Nargund,declarative
God of War,frag
Flag waving Congress workers arrested,declarative
Spider Man,frag
Five firms bid for bypass work,declarative
Anthem,frag
CM to launch health campaign,declarative
hyderabad,frag
Mehbooba s brother joins J K Cabinet,declarative
Forward to fruition,frag
Objectionable Bill  says Brinda Karat,declarative
All the world s a party fl oor,frag
Five former ECIL officials booked,declarative
United style of sketchers,frag
Familiar feeling  says Dalbir Kaur,declarative
Tricky art of writing for films,frag
Modi an incarnation of Krishna  says BJP MLA,declarative
A toast to EDM,frag
Sonia goes cycling in Goa,declarative
Games people will play,frag
Sasikala on moun vrat  claims Dhinakaran,declarative
One for the audiophiles,frag
Stalin highlights Ockhi damage,declarative
Maps and cityscapes,frag
Three aides of Deepa arrested,declarative
Money behind the magic,frag
Student ends life,declarative
Train like a boxer,frag
Boy missing case adjourned,declarative
#MeToo in spotlight,frag
Office bearers elected,declarative
HLF,frag
Central team meets angry victims of Cyclone Ockhi,declarative
Up your emoji game,frag
Vegetable  fish market inaugurated,declarative
Control the commute,frag
Over a lakh titles on display at Book Fair,declarative
Shadow of the Colossus,frag
Violations of norms mar standing of universities,declarative
Far Cry,frag
Release of Kannada books today,declarative
Days Gone,frag
Poets  meet at graveyard,declarative
Spider Man,frag
Lecturers continue boycott of evaluation,declarative
The Last of Us Part II,frag
Special postal cover released,declarative
